date,symbol,margin_balance,short_balance,day_trade_volume,total_volume
2026-07-13,2608,1397.0,,,168857.0
2026-07-13,2609,35597.0,,,11769457.0
2026-07-13,2610,49626.0,,,50121544.0
2026-07-13,2611,2045.0,,,381357.0
2026-07-13,2612,1875.0,,,257175.0
2026-07-13,2613,2143.0,,,142451.0
2026-07-13,2614,5709.0,,,326366.0
2026-07-13,2615,18313.0,,,9902067.0
2026-07-13,2616,465.0,,,109887.0
2026-07-13,2617,2278.0,,,568137.0
2026-07-13,2618,31054.0,,,72160188.0
2026-07-13,2630,7012.0,,,10078864.0
2026-07-13,2633,1810.0,,,5344368.0
2026-07-13,2634,22132.0,,,30957303.0
2026-07-13,2636,586.0,,,256815.0
2026-07-13,2637,2366.0,,,7993726.0
2026-07-13,2642,585.0,,,135313.0
2026-07-13,2645,3786.0,,,15161413.0
2026-07-13,2646,4492.0,,,4312278.0
2026-07-13,2701,368.0,,,67464.0
2026-07-13,2702,418.0,,,36991.0
2026-07-13,2704,130.0,,,85571.0
2026-07-13,2705,585.0,,,120454.0
2026-07-13,2706,835.0,,,57061.0
2026-07-13,2707,119.0,,,74085.0
2026-07-13,2712,7.0,,,4160.0
2026-07-13,2722,445.0,,,15464.0
2026-07-13,2723,1765.0,,,118943.0
2026-07-13,2727,357.0,,,587200.0
2026-07-13,2731,1112.0,,,839737.0
2026-07-13,2739,841.0,,,229866.0
2026-07-13,2748,679.0,,,44105.0
2026-07-13,2753,571.0,,,366352.0
2026-07-13,2762,145.0,,,135189.0
2026-07-13,2801,8520.0,,,21555522.0
2026-07-13,2812,4714.0,,,7010244.0
2026-07-13,2816,718.0,,,227036.0
2026-07-13,2820,571.0,,,2495193.0
2026-07-13,2832,516.0,,,268886.0
2026-07-13,2834,6388.0,,,23667268.0
2026-07-13,2836,5974.0,,,962925.0
2026-07-13,2838,2111.0,,,3309879.0
2026-07-13,2845,4551.0,,,4859566.0
2026-07-13,2849,156.0,,,106431.0
2026-07-13,2850,249.0,,,217912.0
2026-07-13,2851,776.0,,,1640769.0
2026-07-13,2852,1304.0,,,227163.0
2026-07-13,2855,6953.0,,,3685174.0
2026-07-13,2867,2923.0,,,13433974.0
2026-07-13,2880,611.0,,,9966544.0
2026-07-13,2881,7479.0,,,25388785.0
2026-07-13,2882,7033.0,,,23118031.0
2026-07-13,2883,16162.0,,,42202807.0
2026-07-13,2884,5213.0,,,44406098.0
2026-07-13,2885,2953.0,,,29448873.0
2026-07-13,2886,539.0,,,13674110.0
2026-07-13,2887,41631.0,,,111661117.0
2026-07-13,2889,2377.0,,,24647542.0
2026-07-13,2890,1723.0,,,26714324.0
2026-07-13,2891,4468.0,,,59414195.0
2026-07-13,2892,4899.0,,,13920609.0
2026-07-13,2897,2029.0,,,4391819.0
2026-07-13,2901,485.0,,,6488.0
2026-07-13,2903,1505.0,,,1064888.0
2026-07-13,2904,33.0,,,12230.0
2026-07-13,2905,8458.0,,,1122868.0
2026-07-13,2906,696.0,,,299699.0
2026-07-13,2908,14415.0,,,198359.0
2026-07-13,2910,2.0,,,139000.0
2026-07-13,2911,236.0,,,265886.0
2026-07-13,2912,490.0,,,2936923.0
2026-07-13,2913,8062.0,,,23838603.0
2026-07-13,2915,8859.0,,,2462764.0
2026-07-13,2929,1911.0,,,162238.0
2026-07-13,2939,243.0,,,29000.0
2026-07-13,3002,2048.0,,,311924.0
2026-07-13,3003,3550.0,,,512440.0
2026-07-13,3004,2414.0,,,1720196.0
2026-07-13,3005,5235.0,,,12453355.0
2026-07-13,3006,21688.0,,,21296640.0
2026-07-13,3008,1906.0,,,1659751.0
2026-07-13,3010,1313.0,,,2129530.0
2026-07-13,3011,2927.0,,,549876.0
2026-07-13,3013,11968.0,,,1330584.0
2026-07-13,3014,2557.0,,,4721810.0
2026-07-13,3015,2676.0,,,1550816.0
2026-07-13,3016,9707.0,,,9446406.0
2026-07-13,3017,4465.0,,,2889551.0
2026-07-13,3019,12197.0,,,2088997.0
2026-07-13,3021,656.0,,,412939.0
2026-07-13,3022,6211.0,,,4435104.0
2026-07-13,3023,1079.0,,,1797993.0
2026-07-13,3024,6214.0,,,2617800.0
2026-07-13,3025,1902.0,,,337988.0
2026-07-13,3026,10404.0,,,19004107.0
2026-07-13,3027,4870.0,,,183664.0
2026-07-13,3028,3784.0,,,1732966.0
2026-07-13,3029,3360.0,,,961636.0
2026-07-13,3030,12099.0,,,1181293.0
2026-07-13,3031,7488.0,,,1494761.0
2026-07-13,3032,8275.0,,,989183.0
2026-07-13,3033,10356.0,,,3135282.0
2026-07-13,3034,2786.0,,,6587848.0
2026-07-13,3035,12212.0,,,7366243.0
2026-07-13,3036,14698.0,,,4220966.0
2026-07-13,3037,41553.0,,,33401581.0
2026-07-13,3038,1237.0,,,140679.0
2026-07-13,3040,12175.0,,,14440.0
2026-07-13,3041,3597.0,,,1101412.0
2026-07-13,3042,17599.0,,,15918723.0
2026-07-13,3043,1102.0,,,77948.0
2026-07-13,3044,6178.0,,,4822272.0
2026-07-13,3045,364.0,,,50181639.0
2026-07-13,3046,973.0,,,754047.0
2026-07-13,3047,6880.0,,,2556716.0
2026-07-13,3048,7644.0,,,1897212.0
2026-07-13,3050,3303.0,,,359156.0
2026-07-13,3051,4379.0,,,1152523.0
2026-07-13,3052,1864.0,,,167221.0
2026-07-13,3054,1075.0,,,26335.0
2026-07-13,3055,7115.0,,,1436545.0
2026-07-13,3056,5138.0,,,892240.0
2026-07-13,3059,13185.0,,,2937549.0
2026-07-13,3060,9698.0,,,7982936.0
2026-07-13,3062,12842.0,,,1568667.0
2026-07-13,3090,4529.0,,,14767434.0
2026-07-13,3092,3794.0,,,515536.0
2026-07-13,3094,3165.0,,,3057016.0
2026-07-13,3130,10.0,,,63590.0
2026-07-13,3135,2347.0,,,871502.0
2026-07-13,3138,2848.0,,,337763.0
2026-07-13,3149,22271.0,,,14243359.0
2026-07-13,3150,255.0,,,22000.0
2026-07-13,3164,288.0,,,25229.0
2026-07-13,3167,11433.0,,,2359277.0
2026-07-13,3168,40.0,,,7160.0
2026-07-13,3189,18587.0,,,2569666.0
2026-07-13,3209,6057.0,,,1653443.0
2026-07-13,3231,48921.0,,,29080046.0
2026-07-13,3257,3218.0,,,660251.0
2026-07-13,3266,385.0,,,39460.0
2026-07-13,3296,1862.0,,,46474.0
2026-07-13,3305,8534.0,,,2480876.0
2026-07-13,3308,689.0,,,67249.0
2026-07-13,3311,2471.0,,,396280.0
2026-07-13,3312,6063.0,,,945055.0
2026-07-13,3338,3960.0,,,1006991.0
2026-07-13,3346,3010.0,,,738280.0
2026-07-13,3356,1877.0,,,228394.0
2026-07-13,3376,12885.0,,,1844432.0
2026-07-13,3380,5406.0,,,2149987.0
2026-07-13,3406,2928.0,,,1706211.0
2026-07-13,3413,4840.0,,,1810149.0
2026-07-13,3416,1410.0,,,408578.0
2026-07-13,3419,1095.0,,,163177.0
2026-07-13,3437,3530.0,,,449549.0
2026-07-13,3443,4443.0,,,1850306.0
2026-07-13,3447,2673.0,,,293754.0
2026-07-13,3450,19158.0,,,1160062.0
2026-07-13,3481,447175.0,,,380906610.0
2026-07-13,3501,1194.0,,,130128.0
2026-07-13,3504,2757.0,,,1878006.0
2026-07-13,3515,1710.0,,,240759.0
2026-07-13,3518,4427.0,,,1897389.0
2026-07-13,3528,2430.0,,,456819.0
2026-07-13,3530,1305.0,,,164987.0
2026-07-13,3532,10538.0,,,9076182.0
2026-07-13,3533,617.0,,,404177.0
2026-07-13,3535,6993.0,,,764694.0
2026-07-13,3543,5427.0,,,1819981.0
2026-07-13,3545,4473.0,,,1418943.0
2026-07-13,3550,14869.0,,,2142545.0
2026-07-13,3557,414.0,,,65435.0
2026-07-13,3563,5819.0,,,742960.0
2026-07-13,3583,2170.0,,,1422147.0
2026-07-13,3588,1819.0,,,503963.0
2026-07-13,3591,26511.0,,,1244155.0
2026-07-13,3592,944.0,,,553728.0
2026-07-13,3596,1563.0,,,1063301.0
2026-07-13,3605,10078.0,,,27808028.0
2026-07-13,3607,2028.0,,,706447.0
2026-07-13,3617,2568.0,,,2361690.0
2026-07-13,3622,2065.0,,,166846.0
2026-07-13,3645,7223.0,,,1000889.0
2026-07-13,3652,538.0,,,201515.0
2026-07-13,3653,2474.0,,,527813.0
2026-07-13,3661,6147.0,,,1517028.0
2026-07-13,3665,3426.0,,,1576338.0
2026-07-13,3669,898.0,,,115767.0
2026-07-13,3673,18946.0,,,6422611.0
2026-07-13,3679,113.0,,,44552.0
2026-07-13,3694,7811.0,,,3929841.0
2026-07-13,3701,7844.0,,,451916.0
2026-07-13,3702,6636.0,,,6821826.0
2026-07-13,3703,1405.0,,,651829.0
2026-07-13,3704,6389.0,,,1401803.0
2026-07-13,3705,421.0,,,198226.0
2026-07-13,3706,33574.0,,,17206344.0
2026-07-13,3708,3566.0,,,639211.0
2026-07-13,3711,10808.0,,,32145912.0
2026-07-13,3712,2961.0,,,1883388.0
2026-07-13,3714,30956.0,,,9625545.0
2026-07-13,3715,27023.0,,,7496918.0
2026-07-13,3716,517.0,,,261161.0
2026-07-13,3717,10405.0,,,8710114.0
2026-07-13,4104,71.0,,,255436.0
2026-07-13,4106,756.0,,,53358.0
2026-07-13,4119,635.0,,,139438.0
2026-07-13,4133,1038.0,,,107901.0
2026-07-13,4137,1111.0,,,400916.0
2026-07-13,4142,6609.0,,,541637.0
2026-07-13,4148,426.0,,,18199.0
2026-07-13,4155,612.0,,,387232.0
2026-07-13,4164,7052.0,,,271260.0
2026-07-13,4190,312.0,,,17360.0
2026-07-13,4306,4628.0,,,2780965.0
2026-07-13,4414,741.0,,,168481.0
2026-07-13,4426,908.0,,,152162.0
2026-07-13,4438,981.0,,,48107.0
2026-07-13,4439,255.0,,,227141.0
2026-07-13,4440,131.0,,,150018.0
2026-07-13,4441,151.0,,,39219.0
2026-07-13,4526,7232.0,,,3258714.0
2026-07-13,4532,3040.0,,,3032181.0
2026-07-13,4536,786.0,,,247710.0
2026-07-13,4540,5574.0,,,1552297.0
2026-07-13,4545,1282.0,,,86274.0
2026-07-13,4551,4162.0,,,1873133.0
2026-07-13,4552,2094.0,,,104005.0
2026-07-13,4555,3090.0,,,169184.0
2026-07-13,4557,339.0,,,17448.0
2026-07-13,4560,262.0,,,146019.0
2026-07-13,4562,2131.0,,,388188.0
2026-07-13,4564,11477.0,,,11101312.0
2026-07-13,4566,4019.0,,,318157.0
2026-07-13,4569,772.0,,,29507.0
2026-07-13,4571,1211.0,,,205048.0
2026-07-13,4572,317.0,,,29341.0
2026-07-13,4576,2904.0,,,1240194.0
2026-07-13,4581,28.0,,,1056.0
2026-07-13,4583,3624.0,,,61736.0
2026-07-13,4585,631.0,,,179108.0
2026-07-13,4588,432.0,,,41644.0
2026-07-13,4720,4089.0,,,788200.0
2026-07-13,4722,13227.0,,,1451410.0
2026-07-13,4736,233.0,,,80784.0
2026-07-13,4737,1307.0,,,60354.0
2026-07-13,4739,11625.0,,,8082672.0
2026-07-13,4746,2170.0,,,650050.0
2026-07-13,4755,1558.0,,,214584.0
2026-07-13,4763,42614.0,,,8290711.0
2026-07-13,4764,8106.0,,,4606560.0
2026-07-13,4766,1361.0,,,556495.0
2026-07-13,4770,1006.0,,,155089.0
2026-07-13,4771,513.0,,,209072.0
2026-07-13,4807,1450.0,,,275609.0
2026-07-13,4904,589.0,,,11648536.0
2026-07-13,4906,32231.0,,,4333805.0
2026-07-13,4912,3856.0,,,384685.0
2026-07-13,4915,4102.0,,,2635615.0
2026-07-13,4916,8027.0,,,4720470.0
2026-07-13,4919,18409.0,,,8868681.0
2026-07-13,4927,31356.0,,,3247818.0
2026-07-13,4930,3716.0,,,25494.0
2026-07-13,4935,672.0,,,83597.0
2026-07-13,4938,6494.0,,,5734372.0
2026-07-13,4942,614.0,,,40617.0
2026-07-13,4949,3186.0,,,909996.0
2026-07-13,4952,1540.0,,,2408966.0
2026-07-13,4956,7293.0,,,1296151.0
2026-07-13,4958,32019.0,,,33492044.0
2026-07-13,4960,17703.0,,,2033939.0
2026-07-13,4961,1574.0,,,638183.0
2026-07-13,4967,8666.0,,,2630286.0
2026-07-13,4968,5988.0,,,630948.0
2026-07-13,4976,4971.0,,,2527040.0
2026-07-13,4977,7716.0,,,1059400.0
2026-07-13,4989,21167.0,,,15768313.0
2026-07-13,4994,2255.0,,,11112.0
2026-07-13,4999,405.0,,,36896.0
2026-07-13,5007,9.0,,,13065.0
2026-07-13,5203,1281.0,,,79536.0
2026-07-13,5215,779.0,,,95357.0
2026-07-13,5222,2071.0,,,324949.0
2026-07-13,5225,1561.0,,,182212.0
2026-07-13,5234,1543.0,,,254170.0
2026-07-13,5243,11398.0,,,1318711.0
2026-07-13,5244,2877.0,,,147384.0
2026-07-13,5258,4193.0,,,598191.0
2026-07-13,5269,2211.0,,,627147.0
2026-07-13,5283,123.0,,,64630.0
2026-07-13,5284,4006.0,,,376956.0
2026-07-13,5285,6167.0,,,2344849.0
2026-07-13,5288,2355.0,,,165297.0
2026-07-13,5292,1035.0,,,840585.0
2026-07-13,5306,466.0,,,107559.0
2026-07-13,5388,5879.0,,,6420235.0
2026-07-13,5434,861.0,,,1063766.0
2026-07-13,5469,14969.0,,,2090712.0
2026-07-13,5471,5398.0,,,16996328.0
2026-07-13,5515,1756.0,,,259529.0
2026-07-13,5519,900.0,,,1826492.0
2026-07-13,5521,15306.0,,,3009520.0
2026-07-13,5522,1057.0,,,741237.0
2026-07-13,5525,391.0,,,169225.0
2026-07-13,5531,3263.0,,,454375.0
2026-07-13,5533,508.0,,,268982.0
2026-07-13,5534,4211.0,,,200098.0
2026-07-13,5538,12.0,,,29001.0
2026-07-13,5546,26.0,,,19000.0
2026-07-13,5607,1435.0,,,394353.0
2026-07-13,5608,4677.0,,,682630.0
2026-07-13,5706,788.0,,,191812.0
2026-07-13,5871,4720.0,,,5600001.0
2026-07-13,5876,1368.0,,,9935991.0
2026-07-13,5880,2865.0,,,16688144.0
2026-07-13,5906,26.0,,,1001.0
2026-07-13,5907,5492.0,,,226300.0
2026-07-13,6005,5510.0,,,7498556.0
2026-07-13,6024,139.0,,,404411.0
2026-07-13,6108,1539.0,,,547251.0
2026-07-13,6112,3373.0,,,319383.0
2026-07-13,6115,93.0,,,440766.0
2026-07-13,6116,42247.0,,,48644492.0
2026-07-13,6117,2615.0,,,228490.0
2026-07-13,6120,7228.0,,,3656484.0
2026-07-13,6128,1177.0,,,35670.0
2026-07-13,6133,3436.0,,,1597438.0
2026-07-13,6136,2746.0,,,112008.0
2026-07-13,6139,7136.0,,,3321915.0
2026-07-13,6141,46.0,,,1699218.0
2026-07-13,6153,14273.0,,,3178411.0
2026-07-13,6155,3905.0,,,3150742.0
2026-07-13,6164,4277.0,,,2314827.0
2026-07-13,6165,8562.0,,,548935.0
2026-07-13,6166,3999.0,,,1603158.0
2026-07-13,6168,5536.0,,,4694398.0
2026-07-13,6176,7059.0,,,3743844.0
2026-07-13,6177,3080.0,,,469946.0
2026-07-13,6183,9.0,,,11651.0
2026-07-13,6184,528.0,,,34042.0
2026-07-13,6189,2553.0,,,737451.0
2026-07-13,6191,23260.0,,,7052905.0
2026-07-13,6192,874.0,,,83233.0
2026-07-13,6196,1629.0,,,1923305.0
2026-07-13,6197,5229.0,,,3333535.0
2026-07-13,6201,29.0,,,28132.0
2026-07-13,6202,7340.0,,,30785247.0
2026-07-13,6205,5437.0,,,624625.0
2026-07-13,6206,1918.0,,,1483595.0
2026-07-13,6209,15013.0,,,8056972.0
2026-07-13,6213,17517.0,,,29762609.0
2026-07-13,6214,1762.0,,,5156264.0
2026-07-13,6215,5922.0,,,1673154.0
2026-07-13,6216,723.0,,,164260.0
2026-07-13,6224,2447.0,,,649730.0
2026-07-13,6226,2344.0,,,4198996.0
2026-07-13,6230,467.0,,,27420.0
2026-07-13,6235,5364.0,,,1526761.0
2026-07-13,6239,26914.0,,,13033921.0
2026-07-13,6243,1459.0,,,133598.0
2026-07-13,6257,9334.0,,,6047152.0
2026-07-13,6269,10733.0,,,2566110.0
2026-07-13,6271,10062.0,,,9524361.0
2026-07-13,6272,3.0,,,151070.0
2026-07-13,6277,194.0,,,106047.0
2026-07-13,6278,12028.0,,,8565546.0
2026-07-13,6281,63.0,,,37905.0
2026-07-13,6282,31995.0,,,30398205.0
2026-07-13,6283,2577.0,,,73085.0
2026-07-13,6285,16572.0,,,26813426.0
2026-07-13,6405,7162.0,,,1952698.0
2026-07-13,6409,1140.0,,,744568.0
2026-07-13,6412,3451.0,,,1243036.0
2026-07-13,6414,1368.0,,,2077639.0
2026-07-13,6415,5677.0,,,4550540.0
2026-07-13,6416,3470.0,,,1934828.0
2026-07-13,6426,2659.0,,,506666.0
2026-07-13,6438,4180.0,,,291879.0
2026-07-13,6442,4928.0,,,1368404.0
2026-07-13,6443,15471.0,,,5526718.0
2026-07-13,6446,8690.0,,,6711957.0
2026-07-13,6449,3151.0,,,2433276.0
2026-07-13,6451,9533.0,,,3553357.0
2026-07-13,6456,12342.0,,,3866433.0
2026-07-13,6464,2.0,,,170297.0
2026-07-13,6472,3729.0,,,988541.0
2026-07-13,6477,3321.0,,,7785136.0
2026-07-13,6491,910.0,,,533735.0
2026-07-13,6504,127.0,,,21537.0
2026-07-13,6505,8741.0,,,9849740.0
2026-07-13,6515,434.0,,,316115.0
2026-07-13,6525,5492.0,,,8400792.0
2026-07-13,6526,1550.0,,,252755.0
2026-07-13,6531,9237.0,,,3006479.0
2026-07-13,6533,2327.0,,,151112.0
2026-07-13,6534,1845.0,,,82307.0
2026-07-13,6541,3851.0,,,265145.0
2026-07-13,6552,1152.0,,,169648.0
2026-07-13,6558,3801.0,,,217103.0
2026-07-13,6579,1887.0,,,713704.0
2026-07-13,6581,7.0,,,29122.0
2026-07-13,6582,364.0,,,24375.0
2026-07-13,6585,2594.0,,,566418.0
2026-07-13,6589,3162.0,,,721110.0
2026-07-13,6591,2423.0,,,267687.0
2026-07-13,6592,712.0,,,1095245.0
2026-07-13,6605,2443.0,,,1782197.0
2026-07-13,6606,514.0,,,62014.0
2026-07-13,6614,54.0,,,30613.0
2026-07-13,6625,973.0,,,128281.0
2026-07-13,6641,127.0,,,21484.0
2026-07-13,6645,12.0,,,32569.0
2026-07-13,6655,1.0,,,10033.0
2026-07-13,6657,1442.0,,,94588.0
2026-07-13,6658,1761.0,,,1550625.0
2026-07-13,6666,339.0,,,49556.0
2026-07-13,6668,3029.0,,,467956.0
2026-07-13,6669,2042.0,,,2293598.0
2026-07-13,6670,438.0,,,305695.0
2026-07-13,6671,53.0,,,3001.0
2026-07-13,6672,5691.0,,,2642578.0
2026-07-13,6674,283.0,,,13001.0
2026-07-13,6689,1437.0,,,65545.0
2026-07-13,6691,1604.0,,,439923.0
2026-07-13,6695,3612.0,,,755020.0
2026-07-13,6698,2398.0,,,275169.0
2026-07-13,6706,10056.0,,,735889.0
2026-07-13,6715,5935.0,,,1356098.0
2026-07-13,6719,5307.0,,,2723539.0
2026-07-13,6742,3051.0,,,953521.0
2026-07-13,6743,627.0,,,226373.0
2026-07-13,6753,5772.0,,,4796425.0
2026-07-13,6754,131.0,,,18006.0
2026-07-13,6756,756.0,,,202456.0
2026-07-13,6757,3694.0,,,1904217.0
2026-07-13,6768,1306.0,,,297669.0
2026-07-13,6770,171179.0,,,156986667.0
2026-07-13,6771,80.0,,,14077.0
2026-07-13,6776,1016.0,,,137122.0
2026-07-13,6781,3025.0,,,735999.0
2026-07-13,6782,544.0,,,480190.0
2026-07-13,6789,7309.0,,,1267001.0
2026-07-13,6790,605.0,,,600245.0
2026-07-13,6792,301.0,,,57187.0
2026-07-13,6794,272.0,,,59200.0
2026-07-13,6796,525.0,,,55058.0
2026-07-13,6799,2224.0,,,565627.0
2026-07-13,6805,2623.0,,,1916683.0
2026-07-13,6807,138.0,,,5018.0
2026-07-13,6830,4147.0,,,1041794.0
2026-07-13,6834,4427.0,,,1062371.0
2026-07-13,6835,847.0,,,52028.0
2026-07-13,6838,2638.0,,,114832.0
2026-07-13,6854,3577.0,,,510732.0
2026-07-13,6861,2907.0,,,694962.0
2026-07-13,6862,1572.0,,,414825.0
2026-07-13,6863,957.0,,,21670.0
2026-07-13,6869,3405.0,,,336628.0
2026-07-13,6873,3971.0,,,302211.0
2026-07-13,6885,2415.0,,,138541.0
2026-07-13,6887,1120.0,,,17462.0
2026-07-13,6890,869.0,,,594798.0
2026-07-13,6901,5686.0,,,19124395.0
2026-07-13,6902,602.0,,,89924.0
2026-07-13,6906,543.0,,,65493.0
2026-07-13,6909,1738.0,,,431090.0
2026-07-13,6914,339.0,,,34663.0
2026-07-13,6916,408.0,,,39262.0
2026-07-13,6918,98.0,,,19059.0
2026-07-13,6923,1955.0,,,125044.0
2026-07-13,6928,867.0,,,189198.0
2026-07-13,6931,143.0,,,32858.0
2026-07-13,6933,722.0,,,139527.0
2026-07-13,6936,242.0,,,133337.0
2026-07-13,6937,1888.0,,,281425.0
2026-07-13,6944,688.0,,,670154.0
2026-07-13,6949,5231.0,,,204757.0
2026-07-13,6951,79.0,,,54508.0
2026-07-13,6952,42.0,,,19011.0
2026-07-13,6957,1255.0,,,73855.0
2026-07-13,6958,173.0,,,16211.0
2026-07-13,6962,8969.0,,,3507534.0
2026-07-13,6965,39.0,,,24529.0
2026-07-13,6994,3209.0,,,832392.0
2026-07-13,7705,96.0,,,43860.0
2026-07-13,7711,588.0,,,98407.0
2026-07-13,7721,1285.0,,,66305.0
2026-07-13,7722,832.0,,,191209.0
2026-07-13,7730,591.0,,,97920.0
2026-07-13,7732,102.0,,,22000.0
2026-07-13,7736,53.0,,,24143.0
2026-07-13,7740,1789.0,,,130733.0
2026-07-13,7749,1227.0,,,103783.0
2026-07-13,7750,643.0,,,99551.0
2026-07-13,7765,480.0,,,39484.0
2026-07-13,7769,306.0,,,640193.0
2026-07-13,7780,16.0,,,1031625.0
2026-07-13,7786,319.0,,,544365.0
2026-07-13,7788,2500.0,,,2579844.0
2026-07-13,7791,15.0,,,20912.0
2026-07-13,7799,1078.0,,,1584515.0
2026-07-13,8011,3691.0,,,1272589.0
2026-07-13,8016,1977.0,,,3446435.0
2026-07-13,8021,11750.0,,,488123.0
2026-07-13,8028,6338.0,,,4399047.0
2026-07-13,8033,8701.0,,,6201224.0
2026-07-13,8039,13841.0,,,16601516.0
2026-07-13,8045,4796.0,,,115379.0
2026-07-13,8046,9573.0,,,24652125.0
2026-07-13,8070,8090.0,,,2352532.0
2026-07-13,8072,1946.0,,,248108.0
2026-07-13,8081,1542.0,,,1562497.0
2026-07-13,8103,4454.0,,,851510.0
2026-07-13,8104,4817.0,,,5955626.0
2026-07-13,8105,9500.0,,,5040578.0
2026-07-13,8110,19211.0,,,4995429.0
2026-07-13,8112,19668.0,,,9128004.0
2026-07-13,8114,2177.0,,,642533.0
2026-07-13,8131,6494.0,,,7508904.0
2026-07-13,8150,32356.0,,,65744153.0
2026-07-13,8162,2410.0,,,217951.0
2026-07-13,8163,2725.0,,,1402388.0
2026-07-13,8210,2347.0,,,592944.0
2026-07-13,8213,4076.0,,,595411.0
2026-07-13,8215,3577.0,,,965714.0
2026-07-13,8222,3487.0,,,2905312.0
2026-07-13,8249,4336.0,,,238850.0
2026-07-13,8261,12110.0,,,3230803.0
2026-07-13,8271,5324.0,,,1663629.0
2026-07-13,8341,360.0,,,150803.0
2026-07-13,8367,12.0,,,28262.0
2026-07-13,8374,1894.0,,,362138.0
2026-07-13,8404,3977.0,,,177094.0
2026-07-13,8411,24.0,,,56149.0
2026-07-13,8422,30004.0,,,6712946.0
2026-07-13,8429,13549.0,,,104671.0
2026-07-13,8438,6482.0,,,264986.0
2026-07-13,8442,850.0,,,685004.0
2026-07-13,8443,28.0,,,5919.0
2026-07-13,8454,1492.0,,,503313.0
2026-07-13,8462,1142.0,,,316171.0
2026-07-13,8463,126.0,,,54707.0
2026-07-13,8464,70.0,,,225387.0
2026-07-13,8466,1378.0,,,49693.0
2026-07-13,8467,264.0,,,10183.0
2026-07-13,8473,2602.0,,,449249.0
2026-07-13,8476,17808.0,,,1565132.0
2026-07-13,8478,1237.0,,,110760.0
2026-07-13,8481,4.0,,,19300.0
2026-07-13,8482,161.0,,,3107.0
2026-07-13,8487,62.0,,,68244.0
2026-07-13,8488,21.0,,,3011.0
2026-07-13,8499,586.0,,,50297.0
2026-07-13,8926,9377.0,,,11979255.0
2026-07-13,8940,123.0,,,44720.0
2026-07-13,8996,4391.0,,,1967686.0
2026-07-13,9103,3149.0,,,358145.0
2026-07-13,9105,54170.0,,,30881015.0
2026-07-13,912000,17096.0,,,156509.0
2026-07-13,9136,13709.0,,,405263.0
2026-07-13,9802,2639.0,,,768054.0
2026-07-13,9902,3442.0,,,97829.0
2026-07-13,9904,22515.0,,,15908038.0
2026-07-13,9905,24.0,,,260893.0
2026-07-13,9906,449.0,,,62558.0
2026-07-13,9907,4115.0,,,2452440.0
2026-07-13,9908,164.0,,,107102.0
2026-07-13,9910,2594.0,,,723900.0
2026-07-13,9911,343.0,,,135647.0
2026-07-13,9914,3507.0,,,953578.0
2026-07-13,9917,154.0,,,673373.0
2026-07-13,9918,73.0,,,61047.0
2026-07-13,9919,7856.0,,,238415.0
2026-07-13,9921,1968.0,,,1294126.0
2026-07-13,9924,727.0,,,99639.0
2026-07-13,9925,3.0,,,900287.0
2026-07-13,9926,9.0,,,5704.0
2026-07-13,9927,58.0,,,53768.0
2026-07-13,9928,453.0,,,12484.0
2026-07-13,9930,24.0,,,161105.0
2026-07-13,9931,75.0,,,4204469.0
2026-07-13,9933,4248.0,,,2396766.0
2026-07-13,9934,5776.0,,,482893.0
2026-07-13,9935,1233.0,,,226512.0
2026-07-13,9937,174.0,,,26733.0
2026-07-13,9938,3570.0,,,976336.0
2026-07-13,9939,1038.0,,,641230.0
2026-07-13,9940,1254.0,,,250444.0
2026-07-13,9941,1114.0,,,841138.0
2026-07-13,9942,53.0,,,73900.0
2026-07-13,9943,112.0,,,98292.0
2026-07-13,9944,5504.0,,,35551.0
2026-07-13,9945,22359.0,,,5578490.0
2026-07-13,9946,1157.0,,,476747.0
2026-07-13,9955,1404.0,,,162396.0
2026-07-13,9958,9497.0,,,1510403.0
