date,symbol,margin_balance,short_balance,day_trade_volume,total_volume
2026-07-13,2515,24700.0,,,7660601.0
2026-07-13,2520,3209.0,,,866646.0
2026-07-13,2524,3256.0,,,64222.0
2026-07-13,2527,3690.0,,,774245.0
2026-07-13,2528,6559.0,,,715947.0
2026-07-13,2530,6493.0,,,534600.0
2026-07-13,2534,11996.0,,,283367.0
2026-07-13,2535,320.0,,,174066.0
2026-07-13,2536,8047.0,,,1355882.0
2026-07-13,2537,3672.0,,,786833.0
2026-07-13,2538,2486.0,,,317448.0
2026-07-13,2539,2122.0,,,406586.0
2026-07-13,2540,2791.0,,,282698.0
2026-07-13,2542,5706.0,,,3418034.0
2026-07-13,2543,11284.0,,,860735.0
2026-07-13,2545,2788.0,,,313611.0
2026-07-13,2546,59.0,,,97011.0
2026-07-13,2547,10676.0,,,3526011.0
2026-07-13,2548,2300.0,,,785504.0
2026-07-13,2597,186.0,,,190117.0
2026-07-13,2601,468.0,,,37809537.0
2026-07-13,2603,17045.0,,,5366030.0
2026-07-13,2605,13084.0,,,2810947.0
2026-07-13,2606,3995.0,,,2721051.0
2026-07-13,2607,905.0,,,203386.0
